source_row_1based,Model,Publication date,Training compute (FLOP),Training compute notes,Training dataset size (total),Dataset size notes,Parameters,Parameters notes,Confidence,Numerical format,Training compute estimation method,Open model weights?,Reference,Link,publication_date_parsed,publication_year,date_status,included_as_of_cutoff,training_compute_numeric,training_compute_parse_status,dataset_size_numeric,dataset_size_parse_status,parameter_count_numeric,parameter_count_parse_status
3137,YOLO,2015-06-08,,,,,271684800.0,"Calculation based on figure 3 of the paper:
7 * 7 * 3 * 64 + 3 * 3 * 64 * 192 + 1 * 1 * 192 * 128 + 3 * 3 * 128 * 256 + 1 * 1 * 256 * 256 + 3 * 3 * 256 * 512 + 4 * (1 * 1 * 512 * 256 + 3 * 3 * 256 * 512) + 1 * 1 * 512 * 512 + 3 * 3 * 512 * 1024 + 2 * (1 * 1 * 1024 * 512 + 3 * 3 * 512 * 1024) + 4 * (3 * 3 * 1024 * 1024) + 7 * 7 * 1024 * 4096 + 4096 * 7 * 7 * 30",,FP32,,,"You Only Look Once: Unified, Real-Time Object Detection",https://arxiv.org/abs/1506.02640,2015-06-08,2015.0,at_or_before_cutoff,True,,missing,,missing,271684800.0,finite_scalar
3138,CFSS,2015-06-07,,,141660,[images],17408.0,"The paper trains two regression models, each using hardcoded SIFT / BRIEF features. 
68 keypoints (given in the paper) and 128 dimensional features per keypoint (assumption based on SIFT features)
2*68*128=17408",Likely,,,Yes,Face alignment by coarse-to-fine shape searching,https://www.semanticscholar.org/paper/Face-alignment-by-coarse-to-fine-shape-searching-Zhu-Li/dc661f478c5a245a919c4b3faae8ea4f598b6e64,2015-06-07,2015.0,at_or_before_cutoff,True,,missing,141660.0,finite_scalar,17408.0,finite_scalar
3139,Faster R-CNN,2015-06-04,,,102400000,,,,Unknown,FP32,,Yes,Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,https://arxiv.org/abs/1506.01497,2015-06-04,2015.0,at_or_before_cutoff,True,,missing,102400000.0,finite_scalar,,missing
3140,Draw,2015-05-20,,,673750548,,,possibly can be calculated based on architecture description,Confident,,,,DRAW: A Recurrent Neural Network For Image Generation,https://arxiv.org/abs/1502.04623,2015-05-20,2015.0,at_or_before_cutoff,True,,missing,673750548.0,finite_scalar,,missing
3141,Trajectory-pooled conv nets,2015-05-19,,,,"They pretrain on ImageNet, and use UCF101 for actions. Its paper says ""We introduce UCF101 which is currently the largest dataset of human actions. It consists of 101 action classes, over 13k clips and 27 hours of video data"".",9106245.0,"The input layer takes either a single RGB frame (224x224x3) for the spatial stream or a stack of 10 optical flow frames (224x224x20) for the temporal stream.
The first convolutional layer has 96 filters of size 7x7 with stride 2.
This is followed by max pooling with size 3x3 and stride 2.
The second convolutional layer has 256 filters of size 5x5 with stride 2.
After that is another max pooling layer (3x3, stride 2).
The third convolutional layer has 512 filters of size 3x3 with stride 1.
The fourth convolutional layer has 512 filters of size 3x3 with stride 1.
The fifth convolutional layer has 512 filters of size 3x3 with stride 1.
Next is a max pooling layer (3x3, stride 2).
The fully-connected layers have 4096, 2048, and 101 neurons respectively.

(7*7*20+1)*96 + (5*5*20+1)*256 + (3*3*20+1)*512 + (3*3*20+1)*512 + (3*3*20+1)*512 + 2*4096 + (4096+1)*2048 + (2048+1)*101 = 9106245",,FP32,,,Action Recognition with Trajectory-Pooled Deep-Convolutional Descriptors,https://www.cv-foundation.org/openaccess/content_cvpr_2015/html/Wang_Action_Recognition_With_2015_CVPR_paper.html,2015-05-19,2015.0,at_or_before_cutoff,True,,missing,,missing,9106245.0,finite_scalar
3142,U-Net,2015-05-18,5.0832252e+16,"10*60*60*4706690000000*0.3=50832252000000000
“training time of only 10 hours on a NVidia Titan GPU (6 GB).”
Using single precision FLOP: 4706.69 GFLOPS (https://www.gpuzoo.com/GPU-NVIDIA/GeForce_GTX_TITAN.html) ",7864320,The training data is a set of 30 images (512x512 pixels,37676160.0,Figure 1: 2*(1*3*3*64+64*3*3*64+64*3*3*128+128*3*3*128+128*3*3*256+256*3*3*256+256*3*3*512+512*3*3*512+512*3*3*1024+1024*3*3*1024)=37676160,Confident,,Hardware,Yes,U-Net: Convolutional Networks for Biomedical Image Segmentation,https://www.semanticscholar.org/paper/U-Net%3A-Convolutional-Networks-for-Biomedical-Image-Ronneberger-Fischer/6364fdaa0a0eccd823a779fcdd489173f938e91a,2015-05-18,2015.0,at_or_before_cutoff,True,5.0832252e+16,finite_scalar,7864320.0,finite_scalar,37676160.0,finite_scalar
3143,2nd order FOFE-FNNLM,2015-05-06,,,,,6000000.0,,,,,No,A Fixed-Size Encoding Method for Variable-Length Sequences with its Application to Neural Network Language Models,https://arxiv.org/abs/1505.01504,2015-05-06,2015.0,at_or_before_cutoff,True,,missing,,missing,6000000.0,finite_scalar
3144,Deep LSTM video classifier,2015-05-01,,,"264000000,1200000",,,,Unknown,,,,Beyond Short Snippets: Deep Networks for Video Classification,https://www.cv-foundation.org/openaccess/content_cvpr_2015/html/Ng_Beyond_Short_Snippets_2015_CVPR_paper.html,2015-05-01,2015.0,at_or_before_cutoff,True,,missing,2640000001200000.0,finite_scalar,,missing
3145,Fast R-CNN,2015-04-30,,,25600000,,,,Unknown,FP32,,,Fast R-CNN,https://arxiv.org/abs/1504.08083,2015-04-30,2015.0,at_or_before_cutoff,True,,missing,25600000.0,finite_scalar,,missing
3146,TC-DNN-BLSTM-DNN,2015-04-06,1.9410191999999997e+17,"""51 hours in wall clock time with a NVIDIA Tesla K20 GPU""
K20 FLOPs: 3524000000000
Compute: 0.3*51*60*60*3524000000000=194101919999999970= 1.94e17
",29160000,"""We use si284 with approximately 81 hours of speech as the training set,""",18413568.0,"3*40 inputs - 2L DNN (2048) - BLSTM (128*2) - 2L DNN (2048) - 3431 outputs
3*40*2048 + 2048*2048 + 2*4*(2048+128)*128 + 256*2048 + 2048*2048 + 2048*3431=18413568
",Confident,,Hardware,No,Deep Recurrent Neural Networks for Acoustic Modelling,https://www.semanticscholar.org/paper/Deep-Recurrent-Neural-Networks-for-Acoustic-Chan-Lane/ae18f67c10a5d4da91f128ec7a6cf7c784122cd5,2015-04-06,2015.0,at_or_before_cutoff,True,1.9410191999999997e+17,finite_scalar,29160000.0,finite_scalar,18413568.0,finite_scalar
3147,genCNN + dyn eval,2015-03-17,3.4153451e+16,"5046000000000 FLOP / sec/ GPU * 1 GPU * 48 hours [""Likely"" confidence since 2 days of training refer to another dataset] * 3600 sec / hour * 0.3 [assumed utilization] = 2.6158464e+17 FLOP

Assuming (!) 100 epochs (-> ""Speculative"" confidence""):

6 FLOP / parameter / token * 8000000 parameters * 929000 tokens * 100 epochs = 4.4592e+15 FLOP

sqrt(2.6158464e+17*4.4592e+15 ) = 3.4153451e+16 FLOP

________
in the algorithmic progress report paper the estimation was 7.3 × 10^16 FLOP (hardware-based estimation assuming another Tesla K40 chip)
",929000,,8000000.0,8M according to https://arxiv.org/pdf/1508.06615,Speculative,,"Hardware,Operation counting",No,genCNN: A Convolutional Architecture for Word Sequence Prediction,https://aclanthology.org/P15-1151/,2015-03-17,2015.0,at_or_before_cutoff,True,3.4153451e+16,finite_scalar,929000.0,finite_scalar,8000000.0,finite_scalar
3148,Stack RNN,2015-03-03,,,,,2009999.9999999998,,,,,No,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets,https://arxiv.org/abs/1503.01007,2015-03-03,2015.0,at_or_before_cutoff,True,,missing,,missing,2009999.9999999998,finite_scalar
3149,Constituency-Tree LSTM,2015-02-28,,,319000,,205190.0,"Table 1

https://arxiv.org/abs/1503.00075",,,,,Improved Semantic Representations From Tree-Structured Long Short-Term Memory Networks,https://arxiv.org/abs/1503.00075,2015-02-28,2015.0,at_or_before_cutoff,True,,missing,319000.0,finite_scalar,205190.0,finite_scalar
3150,DQN-2015,2015-02-25,,"This should be calculatable, just needs careful reasoning about compute per frame.",12500000,"Methods: ""we trained for a total of 50 million frames""",1693362.0,"""The input to the neural network consists of an 84x84x4 image produced by the preprocess-ing mapw. The first hidden layer convolves 32 filters of 8x8 with stride 4 with theinput image and applies a rectifier nonlinearity. The second hidden layer con-volves 64 filters of 4x4 with stride 2, again followed by a rectifier nonlinearity.This is followedby a thirdconvolutional layer thatconvolves 64 filtersof 3x3 withstride 1 followed by a rectifier. The final hidden layer is fully-connected and con-sists of 512 rectifier units. The output layer is a fully-connected linear layer with asingle output for each valid action. The number of valid actions varied between 4 and 18 on the games we considered.""

Example num params here: https://colab.research.google.com/drive/1Ty6SFYWd7EcKoxJohucL2OdiLR_3oXnI?usp=sharing",,,,,Human-level control through deep reinforcement learning,https://www.nature.com/articles/nature14236,2015-02-25,2015.0,at_or_before_cutoff,True,,missing,12500000.0,finite_scalar,1693362.0,finite_scalar
3151,TRPO,2015-02-19,,,,,33500.0,,Confident,,,No,Trust Region Policy Optimization,https://arxiv.org/pdf/1502.05477,2015-02-19,2015.0,at_or_before_cutoff,True,,missing,,missing,33500.0,finite_scalar
3152,CRF-RNN,2015-02-11,,,,,,,Unknown,,,,Conditional Random Fields as Recurrent Neural Networks,https://arxiv.org/abs/1502.03240,2015-02-11,2015.0,at_or_before_cutoff,True,,missing,,missing,,missing
3153,"MSRA (C, PReLU)",2015-02-06,2.397403008e+19,"""training C on eight K40 GPUs, takes about 3-4 weeks""
0.33 util rate
(From Imagenet paper-data, Besiroglu et al., forthcoming) ",1280000,"""We perform the experiments on the 1000-class ImageNet 2012 dataset"", paper; ImageNet 2012 train set size from https://huggingface.co/datasets/imagenet-1k",87048800.0,"I used the architecture in table 3
I ignored biases, and assumed a SPP bin size of 256

3*7*7*96+96*3*3*384+384*3*3*384*5+384*3*3*768+768*3*3*768*5+768*3*3*896+896*3*3*896*5+896*(7*7+3*3+2*2+1)*4096+4096*4096+4096*1000=330581792



",Confident,FP32,Hardware,,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,https://arxiv.org/abs/1502.01852,2015-02-06,2015.0,at_or_before_cutoff,True,2.397403008e+19,finite_scalar,1280000.0,finite_scalar,87048800.0,finite_scalar
3154,VGG-Face,2015-01-01,,,2600000,Table 2 in https://www.bmva-archive.org.uk/bmvc/2015/papers/paper041/abstract041.pdf,138000000.0,Their largest model uses the VGG16 architecture,Confident,,,No,Deep Face Recognition,https://www.semanticscholar.org/paper/Deep-Face-Recognition-Parkhi-Vedaldi/162ea969d1929ed180cc6de9f0bf116993ff6e06,2015-01-01,2015.0,at_or_before_cutoff,True,,missing,2600000.0,finite_scalar,138000000.0,finite_scalar
3155,SCRN (Structurally Constrained Recurrent Network),2014-12-24,,,,,26500000.0,,,,,No,Learning Longer Memory in Recurrent Neural Networks,https://arxiv.org/abs/1412.7753,2014-12-24,2014.0,at_or_before_cutoff,True,,missing,,missing,26500000.0,finite_scalar
3156,N-gram+Cache (PTB),2014-12-24,,,,,,,Confident,,,No,Learning Longer Memory in Recurrent Neural Networks,https://arxiv.org/abs/1412.7753,2014-12-24,2014.0,at_or_before_cutoff,True,,missing,,missing,,missing
3157,N-gram (PTB),2014-12-24,,,,,,,Confident,,,No,Learning Longer Memory in Recurrent Neural Networks,https://arxiv.org/abs/1412.7753,2014-12-24,2014.0,at_or_before_cutoff,True,,missing,,missing,,missing
3158,ADAM (CIFAR-10),2014-12-22,624979800000000.0,"From https://openai.com/blog/ai-and-compute/ Appendix

less than 0.0007 pfs-days (86400*10^15*0.0007)

Manual estimate: 
3 (forward-backward adjustment) * 92589600 flop per forward pass * 50000 examples * 45 epochs = 624979800000000 (6.25e14)

",50000,Assumed they used the standard CIFAR-10 training split,2370000.0,"CIFAR-10 with c64-c64-c128-1000 architecture

""Our CNN architecture has three alternating stages of 5x5 convolution filters and 3x3 max pooling with stride of 2 that are followed by a fully connected layer of 1000 rectified linear hidden units (ReLU’s). ""

""Training cost over 45 epochs. CIFAR-10 with c64-c64-c128-1000 architecture.""

CIFAR-10's input dimension is 32x32x3

Parameter:
3*64*5*5+64*64*5*5+64*128*5*5+128*4*4*1000+1000*10=2370000



",Confident,,"Third-party estimation,Operation counting",No,Adam: A Method for Stochastic Optimization,https://arxiv.org/abs/1412.6980,2014-12-22,2014.0,at_or_before_cutoff,True,624979800000000.0,finite_scalar,50000.0,finite_scalar,2370000.0,finite_scalar
3159,DeepLab,2014-12-22,,,,,,,Unknown,FP32,,,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,https://arxiv.org/abs/1412.7062,2014-12-22,2014.0,at_or_before_cutoff,True,,missing,,missing,,missing
3160,4-gram + 8 DENN,2014-12-22,,,,,16100000.000000002,,,,,No,Diverse Embedding Neural Network Language Models,https://arxiv.org/abs/1412.7063,2014-12-22,2014.0,at_or_before_cutoff,True,,missing,,missing,16100000.000000002,finite_scalar
3161,Fractional Max-Pooling,2014-12-18,1e+17,"For the 12M param model, training required ""18 hours on a GeForce GTX 780"". So would be somewhat larger for 27M.

4 TFLOPS * 18 * 3600 * 0.4 = 1e17",901200,,27000000.0,27M weights in largest CIFAR-100 model,Likely,,Hardware,,Fractional Max-Pooling,https://arxiv.org/abs/1412.6071v4,2014-12-18,2014.0,at_or_before_cutoff,True,1e+17,finite_scalar,901200.0,finite_scalar,27000000.0,finite_scalar
3162,NTM,2014-12-10,,,10000000,,,,Unknown,,,,Neural Turing Machines,https://arxiv.org/abs/1410.5401,2014-12-10,2014.0,at_or_before_cutoff,True,,missing,10000000.0,finite_scalar,,missing
3163,SNM-skip,2014-12-03,2.97600000001e+20,https://www.wolframalpha.com/input?i=0.8+billion+*+62+billion+*+6+FLOP,800000000,1B from 'Our experimental setup used the One Billion Word Benchmark corpus' from section 4.1 - 'Total number of training tokens is about 0.8 billion',62000000000.0,62B from Table 2,Speculative,,Operation counting,,Skip-gram Language Modeling Using Sparse Non-negative Matrix Probability Estimation,https://arxiv.org/abs/1412.1454,2014-12-03,2014.0,at_or_before_cutoff,True,2.97600000001e+20,finite_scalar,800000000.0,finite_scalar,62000000000.0,finite_scalar
3164,TA-CNN,2014-11-29,1.0854e+16,"Training time: 3h
Assumed FP32 GPU FLOPs in 2014: 3.35e+12Assumed utilization: 0.3
Training FLOP: 3*60*60*0.3*3.35e12=10854000000000000=1.08e16
",45000,Followed train test split detailed in Pedestrian Detection: An Evaluation of the State of the Art,706048.0,"Architecture details in Figure 4
Conv1: 3*7*7*32=4704
Conv2: 32*5*5*48=38400Conv3: 48*3*3*64=27648
Conv4: 64*3*3*96=55296
Fc5: 5*2*96*500=480000
Fc6: 500*200=100000
Total: 4704+38400+27648+55296+480000+100000=706048
",Likely,,Hardware,No,Pedestrian Detection aided by Deep Learning Semantic Tasks,https://arxiv.org/abs/1412.0069,2014-11-29,2014.0,at_or_before_cutoff,True,1.0854e+16,finite_scalar,45000.0,finite_scalar,706048.0,finite_scalar
3165,Cascaded LNet-ANet,2014-11-28,,,9320000,,,,Unknown,,,,Deep Learning Face Attributes in the Wild,https://arxiv.org/abs/1411.7766,2014-11-28,2014.0,at_or_before_cutoff,True,,missing,9320000.0,finite_scalar,,missing
3166,Fully Convolutional Networks,2014-11-14,,,,,,,Unknown,FP32,,,Fully Convolutional Networks for Semantic Segmentation,https://arxiv.org/abs/1411.4038,2014-11-14,2014.0,at_or_before_cutoff,True,,missing,,missing,,missing
3167,SC-NLM,2014-11-10,,,5000000,"Our LSTM encoder and SC-NLM decoder were trained by concatenating the Flickr30K dataset with the recently released Microsoft COCO dataset [46], which combined give us over 100,000 images and over 500,000 descriptions for training",,,Confident,,,,Unifying Visual-Semantic Embeddings with Multimodal Neural Language Models,https://www.semanticscholar.org/paper/Unifying-Visual-Semantic-Embeddings-with-Multimodal-Kiros-Salakhutdinov/2e36ea91a3c8fbff92be2989325531b4002e2afc,2014-11-10,2014.0,at_or_before_cutoff,True,,missing,5000000.0,finite_scalar,,missing
3168,LRCN,2014-11-07,,,400000,,142552000.0,"1st model: CaffeNet fc6 feature extractor (4096-length vectors) -> LSTM with 1024 hidden units

2nd model: CaffeNet fc6 feature extractor (4096-length vectors) -> 2 layer LSTM with 1000 hidden units

3rd mode: Like the second, but has encoder and decoder LSTMs (both with 2 layers)

AlexNet (close relative to CaffeNet) has 61M params.

LSTM RNN number of parameters is given by L*(n*m + n^2 + n) where L:= Number of layers, n:= hidden units, m:= input vector length
",,FP32,,,Long-term Recurrent Convolutional Networks for Visual Recognition and Description,https://arxiv.org/abs/1411.4389,2014-11-07,2014.0,at_or_before_cutoff,True,,missing,400000.0,finite_scalar,142552000.0,finite_scalar
3169,Spatially-Sparse CNN,2014-09-23,,,901200,,,Parameter count not stated but is probably derivable from the paper.,Unknown,,,,Spatially-sparse convolutional neural networks,https://arxiv.org/abs/1409.6070v1,2014-09-23,2014.0,at_or_before_cutoff,True,,missing,901200.0,finite_scalar,,missing
3170,Deeply-supervised nets,2014-09-18,,,598388,60000+50000+60000+600000,,,,,,,Deeply-Supervised Nets,https://arxiv.org/abs/1409.5185,2014-09-18,2014.0,at_or_before_cutoff,True,,missing,598388.0,finite_scalar,,missing
3171,GoogLeNet / InceptionV1,2014-09-17,1.51e+18,"AI and Compute  (https://openai.com/blog/ai-and-compute/) charts imply a value of 1.51e18 (value extracted using WebPlotDigitizer  https://automeris.io/WebPlotDigitizer/ ).

Based on the paper, there are 1.5B multiply-adds per inference, and 1.2M images in the training set, but an unknown number of epochs. They decrease the learning rate by 4% every 8 epochs, so there are likely many. If the figure from AI and Compute is taken as true, there were likely 140 epochs",571392000000,"""The ILSVRC 2014 classification challenge involves the
task of classifying the image into one of 1000 leaf-node categories in the Imagenet hierarchy. There are about 1.2 million images for training, 50,000 for validation and 100,000 images for testing""
...
""We participated in the challenge with no external data used for training.""",6797700.0,Computed summing the parameters on table 1 of section 5,Confident,,Third-party estimation,,Going deeper with convolutions,https://arxiv.org/abs/1409.4842,2014-09-17,2014.0,at_or_before_cutoff,True,1.51e+18,finite_scalar,571392000000.0,finite_scalar,6797700.0,finite_scalar
